id,address,at_street,description,latitude,longitude,municipality,name,on_street
"38671",,,"Braintree - Busway","42.207743","-71.00107","Braintree","Braintree","Busway"
"109826",,"Shirley Street",,"42.381135","-70.975503","Winthrop","Veterans Rd @ Shirley St","Veterans Road"
"place-FR-0201","90 Thoreau St, Concord, MA 01742",,,"42.456565","-71.357677","Concord","Concord",
"1429",,"Trowbridge Street",,"42.374944","-71.109935","Cambridge","Cambridge St @ Trowbridge St","Cambridge Street"
"70169",,,"Newton Highlands - Green Line - (D) Riverside","42.321734","-71.206118","Newton","Newton Highlands",
"7218",,"Oakwood Avenue",,"42.481072","-70.936131","Lynn","Eastern Ave @ Oakwood Ave","Eastern Avenue"
"8444",,,,"42.461118","-71.239095","Lexington","Bedford St opp Sunny Knoll Ave","Bedford Street"
"node-shmnl-endstair-platform",,,"Savin Hill - Bottom of northern stairs between platform and lobby",,,"Boston","Savin Hill",
"6755",,"Wilfred Street",,"42.464752","-70.976129","Lynn","28 Myrtle St","Myrtle Street"
"4929",,"Railroad Avenue",,"42.526792","-70.927097","Peabody","Central St @ Bus shelter","Central Street"
"78620",,,,"42.385966","-71.225742","Waltham","Forest St @ Beaver St","Forest Street"
"node-bbsta-13stairs-lobby",,,"Back Bay - Top of Tracks 1-3 stairs",,,"Boston","Back Bay",
"5632",,"Winthrop Road",,"42.411242","-71.031285","Chelsea","Washington Ave @ Columbus St","Washington Avenue"
"2258",,"Central Street",,"42.41619","-71.156708","Arlington","Massachusetts Ave @ Academy St","Massachusetts Avenue"
"7469",,,,"42.459427","-71.00303","Saugus","Winter St opp Kenwood Ave","Winter Street"
"node-326-lobby",,,"North Quincy - Top of escalator from platform to Hancock Street, Newport Avenue lobby",,,"Quincy","North Quincy",
"88333",,,,"42.374664","-71.235376","Waltham","Carter St opp Commuter Rail Station","Carter Street"
"Buzzards Bay",,,,"41.744805","-70.616226","Bourne","Buzzards Bay",
"1072",,"Everett Street",,"42.363179","-71.135542","Boston","Western Ave @ Everett St","Western Avenue"
"6512",,"Ernest Avenue",,"42.242956","-71.143466","Boston","River St @ Ernest Ave","River Street"
"place-WR-0099","225 North Ave, Wakefield, MA 01880",,,"42.502126","-71.075566","Wakefield","Wakefield",
"1617",,"Margaretta Drive",,"42.257205","-71.146429","Boston","Opp 67 Crown Point Dr","Crown Point Drive"
"node-cntsq-prospectstair-farepaid",,,"Central - Paid side of fare gates",,,"Cambridge","Central",
"8520",,"George Street",,"42.348329","-71.188066","Newton","Centre St @ Lombard St","Centre Street"
"51",,"Middle Street",,"42.330763","-71.054677","Boston","Dorchester St @ Middle St","Dorchester Street"
"70201",,,"Government Center - Green Line - North Station & North","42.359705","-71.059215","Boston","Government Center",
"77110",,"Duff Street",,"42.38112","-71.193172","Watertown","Belmont St opp Duff St","Belmont Street"
"584",,"Newcroft Circle",,"42.271172","-71.083864","Boston","308 River St opp Newcroft Circle","River Street"
"node-aqucl-ebatlanticstairs-platform",,,"Aquarium - Bottom of stairs between platform and Atlantic Avenue",,,"Boston","Aquarium",
"1851",,"Morey Road",,"42.293532","-71.140076","Boston","Weld St @ Cerdan Ave","Weld Street"
"8173",,"Washburn Street",,"42.361668","-71.195503","Watertown","Watertown St @ Washburn St","Watertown Street"
"2681",,"Benton Road",,"42.389013","-71.105358","Somerville","Highland Ave @ Benton Rd","Highland Avenue"
"5594",,"Murray Street",,"42.405015","-71.03309","Chelsea","Sagamore Ave @ Murray St","Sagamore Avenue"
"6788",,"Everett Street",,"42.472776","-70.964224","Lynn","Lovers Leap Ave @ Everett St","Lovers Leap Avenue"
"457",,"Kenwood Street",,"42.291764","-71.071641","Boston","Washington St @ Kenwood St","Washington Street"
"1",,"Ruggles Street",,"42.330957","-71.082754","Boston","Washington St opp Ruggles St","Washington Street"
"70246",,,"Museum of Fine Arts - Green Line - Park Street & North","42.338017","-71.094682","Boston","Museum of Fine Arts",
"7256",,"Mansfield Street",,"42.48107","-70.955686","Lynn","Broadway @ Carter Rd","Broadway"
"4078",,"Maitland Avenue",,"42.190819","-71.02977","Randolph","North St opp Maitland Ave","North Street"
"85285",,"Needham Street",,"42.316297","-71.208888","Newton","Winchester St @ Needham St","Winchester Street"
"76052",,"Russell Street",,"42.375512","-71.249977","Waltham","South St @ Russell St","South Street"
"7180",,"Herrick Street",,"42.561754","-70.883707","Beverly","Cabot St @ Herrick St","Cabot Street"
"7789",,"Bowdoin Avenue",,"42.403888","-71.241404","Waltham","Lake St @ Bowdoin Ave","Lake Street"
"7354",,"Great Woods Road",,"42.491342","-70.971964","Lynn","Lynnfield St @ Great Woods Rd","Lynnfield Street"
"place-masta","393 Massachusetts Ave, Boston, MA 02118",,,"42.341512","-71.083423","Boston","Massachusetts Avenue",
"1562",,,,"42.344908","-71.100835","Boston","132 Brookline Ave opp Fullerton St","Brookline Avenue"
"2467",,"Homer Road",,"42.419167","-71.195486","Arlington","Appleton St @ Homer Rd","Appleton Street"
"4816",,"Marshall Street",,"42.467709","-70.907912","Swampscott","Humphrey St @ Marshall St","Humphrey Street"
"530",,"Lorna Road",,"42.280126","-71.082373","Boston","Morton St @ W Selden St","Morton Street"
"7240",,"Essex Street",,"42.465888","-70.949959","Lynn","Washington St @ Essex St","Washington Street"
"5506",,"Dexter Street",,"42.394293","-71.067205","Everett","Broadway @ Dexter St","Broadway"
"2680",,"Lowell Street",,"42.390067","-71.107802","Somerville","Highland Ave @ Lowell St","Highland Avenue"
"8629",,"Lincoln Street",,"42.439837","-71.250908","Lexington","Marrett Rd @ Lincoln St","Marrett Road"
"8237",,"Birchcrest Street",,"42.500634","-71.194692","Burlington","Cambridge St opp Birchcrest St","Cambridge Street"
"node-889-unpaidbridge",,,"Wood Island - Top of Elevator 889 (outside fare control)",,,"Boston","Wood Island",
"29005",,,"Sullivan Square - Upper Berth 5","42.384032","-71.076519","Boston","Sullivan Square","Busway"
"7697",,,,"42.384078","-71.210405","Waltham","Beaver St @ Waverley Oak Rd","Beaver Street"
"578",,"Newcroft Circle",,"42.271152","-71.084455","Boston","River St @ Newcroft Circle","River Street"
"2768",,"Houghton Street",,"42.375313","-71.099918","Somerville","Springfield St @ Houghton St","Springfield Street"
"74981",,"Linden Street",,"42.384918","-71.216619","Waltham","Beaver St @ Linden St","Beaver Street"
"3371",,"Frederika Street",,"42.28219","-71.058367","Boston","Gallivan Blvd @ Frederika St","Gallivan Boulevard"
"5306",,"Henry Street",,"42.397463","-71.09993","Medford","Main St @ Henry St","Main Street"
"2073",,"Brewer Street",,"42.373956","-71.124752","Cambridge","Mt Auburn St @ Brewer St","Mount Auburn Street"
"8383",,"Pond Street",,"42.379712","-71.242236","Waltham","Bacon St @ Pond St","Bacon Street"
"6115",,"Rainbow Terrace",,"42.502824","-70.893446","Salem","Loring Ave opp Rainbow Terr","Loring Avenue"
"10420",,"Ramp - American Legion Highway To Rt 203",,"42.294747","-71.093301","Boston","opp 150 American Legion Hwy","American Legion Highway"
"969",,"Dustin Street",,"42.350864","-71.145539","Boston","Cambridge St @ Dustin St","Cambridge Street"
"11839",,,,"42.300386","-71.169857","Boston","Corey St @ LaGrange St","Corey Street"
"82853",,"Austin Street",,"42.350667","-71.207073","Newton","Walnut St @ Austin St","Walnut Street"
"6823",,"Shepard Street",,"42.462945","-70.95853","Lynn","S Common St @ Shepard St","South Common Street"
"node-sbmnl-stairs-platform",,,"Stony Brook - Bottom of stairs",,,"Boston","Stony Brook",
"Halifax",,,"Halifax - Commuter Rail","42.014739","-70.824263","Halifax","Halifax",
"1378",,"Commonwealth Avenue Frontage Road Eastbound",,"42.350093","-71.130753","Boston","Harvard Ave @ Commonwealth Ave","Harvard Avenue"
"2689",,,,"42.382606","-71.091137","Somerville","422 McGrath Hwy","McGrath Highway"
"node-davis-farepaid",,,"Davis - Paid side of fare gates",,,"Somerville","Davis",
"9083",,"Enmore Road",,"42.45968","-71.049025","Melrose","East St @ Enmore Rd","East Street"
"48541",,"Jackson Street",,"42.420822","-70.989349","Revere","N Shore Rd @ Jackson St","North Shore Road"
"node-spmnl-ibstairs-lobby",,,"Science Park - Bottom of inbound platform stairs",,,"Boston","Science Park",
"8431",,"Bow Street",,"42.425701","-71.194599","Lexington","Massachusetts Ave @ Bow St","Massachusetts Avenue"
"node-hymnl-newbury-fareunpaid",,,"Hynes Convention Center - Unpaid side of exit-only gate",,,"Boston","Hynes Convention Center",
"1129",,"Seaverns Avenue",,"42.312198","-71.114144","Boston","Centre St @ Seaverns Ave","Centre Street"
"4222",,"Woodland Parkway",,"42.150475","-71.04427","Randolph","S Main St @ Stoughton St","South Main Street"
"6642",,"High Street",,"42.427412","-70.925992","Nahant","Nahant Rd @ High St","Nahant Road"
"3379",,"Milton Street",,"42.280395","-71.054799","Boston","Granite Ave @ Milton St","Granite Avenue"
"2779",,"Carter Street",,"42.382304","-71.078998","Boston","Cambridge St @ Carter St","Cambridge Street"
"2176",,"Huron Avenue",,"42.382317","-71.130813","Cambridge","Concord Ave @ Huron Ave","Concord Avenue"
"Stoughton",,,"Stoughton - Commuter Rail","42.124084","-71.103627","Stoughton","Stoughton",
"node-fldcr-alewstair-platform",,,"Fields Corner - Top of stairs for Alewife platform",,,"Boston","Fields Corner",
"91852",,"Chestnut Street","Needham Junction - West Parking Lot","42.273255","-71.237651","Needham","Needham Junction","Junction Street"
"5851",,"Putnam Street",,"42.377566","-71.031805","Boston","Bennington St @ Putnam St","Bennington Street"
"5817",,"Leverett Avenue",,"42.398432","-70.987922","Revere","Endicott Ave @ Leverett Ave","Endicott Avenue"
"place-chill","Commonwealth Ave and Chestnut Hill Ave, Boston, MA",,,"42.338169","-71.15316","Boston","Chestnut Hill Avenue",
"5523",,"Estes Street",,"42.423102","-71.042819","Everett","Broadway @ Estes St","Broadway"
"7257",,"Virginia Terrace",,"42.481681","-70.956163","Lynn","Broadway @ Virginia Terr","Broadway"
"1697",,"Winn Street",,"42.510044","-71.199212","Burlington","Cambridge St @ Winn St","Cambridge Street"
"8254",,,,"42.460332","-71.165459","Woburn","Cambridge Rd @ NE Rehab Hospital","Cambridge Street"
"7852",,"Farwell Street",,"42.368412","-71.2176","Waltham","River St @ Seyon St","River Street"
"1170",,"Martin Luther King Boulevard",,"42.321749","-71.091752","Boston","Washington St @ ML King Blvd","Washington Street"
"4040",,"Maitland Avenue",,"42.191015","-71.029853","Randolph","North St @ Maitland Ave","North Street"
"15088",,"East Springfield Street",,"42.335445","-71.074414","Boston","Harrison Ave opp East Springfield St","Harrison Avenue"
"node-spmnl-obstairs-platform",,,"Science Park - Top of outbound platform stairs",,,"Boston","Science Park",
"node-bbsta-upassestairs-top",,,"Back Bay - Top of eastern underpass stairs",,,"Boston","Back Bay",
"4792",,"Country Side Lane",,"42.492308","-70.873451","Marblehead","Humphrey St @ Countryside Ln","Humphrey Street"
"node-asmnl-peanbstair-platform",,,"Ashmont - Bottom of stairs from Peabody Square to Alewife platform",,,"Boston","Ashmont",
"5430",,"Centre Street",,"42.42684","-71.059934","Malden","Eastern Ave @ Franklin St","Eastern Avenue"
"11158",,"East Brookline Street",,"42.338393","-71.070917","Boston","Harrison Ave @ E Brookline St","Harrison Avenue"
"226",,"Fleet Street",,"42.364082","-71.051027","Boston","Commercial St @ Fleet St","Commercial Street"
"1857",,"Mendum Street",,"42.292587","-71.130541","Boston","144 Walter St opp Mendum St","Walter Street"
"node-923-platform",,,"Aquarium - Bottom of elevator between Bowdoin platform and Atlantic Avenue",,,"Boston","Aquarium",
"1354",,"Seaver Street",,"42.310086","-71.092009","Boston","Humboldt Ave @ Seaver St","Humboldt Avenue"
"78212",,"Auburn Street",,"42.344958","-71.241044","Newton","Commonwealth Ave @ Auburn St","Commonwealth Avenue"
"9434",,,,"42.345304","-71.104558","Boston","Park Dr @ Fenway Sta","Park Drive"
"49841",,"Washington Street",,"42.479559","-71.121032","Woburn","Montvale Ave @ Washington St","Montvale Avenue"
"4309",,"Heather Drive",,"42.23569","-71.069588","Milton","Randolph Ave @ Ridgewood Rd","Randolph Avenue"
"3535",,"Birchbrow Avenue",,"42.242602","-70.955925","Weymouth","Bridge St opp Birchbrow Ave","Bridge Street"
"4945",,"Fairview Avenue",,"42.502956","-70.952175","Peabody","Lynn St @ Fairview Ave","Lynn Street"
"244",,"Massport Haul Road",,"42.345049","-71.040496","Boston","Summer St @ E St","Summer Street"
"798",,"Pinehurst Street",,"42.286415","-71.132946","Boston","Belgrade Ave opp Pinehurst St","Belgrade Avenue"
"1408",,"Windsor Street",,"42.372663","-71.093088","Cambridge","Cambridge St @ Windsor St","Cambridge Street"
"8343",,"Church Street",,"42.248471","-71.131703","Boston","Opp 1557 River St","River Street"
"78741",,"Lincoln Street",,"42.448013","-71.237081","Lexington","Worthen Rd @ Hayden Rec Ctr","Worthen Road"
"6531",,"Perkins Avenue",,"42.254935","-71.128057","Boston","River St @ Radford Pl","River Street"
"86943",,"Charles Street",,"42.375625","-71.236982","Waltham","Moody St @ Main St","Moody Street"
"5983",,"Frances Street",,"42.449478","-71.07064","Melrose","Pleasant St @ Frances St","Pleasant Street"
"node-387-lobby",,,"South Station - Bottom of Escalator 387",,,"Boston","South Station",
"1435",,"Louise Street",,"42.36413","-71.170768","Watertown","Arsenal St @ Louise St","Arsenal Street"
"5324",,"Garfield Avenue",,"42.421827","-71.095275","Medford","Salem St @ Garfield Ave","Salem Street"
"6390",,"Fairmount Avenue",,"42.255735","-71.121217","Boston","River St @ Fairmount Ave","River Street"
"5509",,"Bartlett Street",,"42.400396","-71.061599","Everett","Broadway St @ Bartlett St","Broadway"
"node-ccmnl-stairs-lobby",,,"Community College - Top of stairs",,,"Boston","Community College",
"5298",,"Medford Street",,"42.402073","-71.106406","Medford","Main St @ Medford St","Main Street"
"111179",,"M Street",,"42.298619","-70.882178","Hull","Nantasket Ave from Y St to A St (FLAG)","Nantasket Avenue"
"7807",,"Bridge Street",,"42.366533","-71.204886","Watertown","Pleasant St @ Bridge St","Pleasant Street"
"5474",,"Clapp Street",,"42.431275","-71.028973","Malden","Eastern Ave @ Clapp St","Eastern Avenue"
"2470",,"Appleton Street",,"42.419928","-71.18662","Arlington","Wachusett Ave @ Dow Ave","Wachusett Avenue"
"5907",,"Shelby Street",,"42.381133","-71.028218","Boston","Lexington St @ Shelby St","Lexington Street"
"7781",,"Loretta Road",,"42.412044","-71.254146","Waltham","Smith St opp Loretta Rd","Smith Street"
"109902",,"Wave Way",,"42.376909","-70.974402","Winthrop","Shirley St opp Wave Way","Shirley Street"
"4561",,,,"42.546524","-70.945447","Peabody","10 Sylvan St","Sylvan Street"
"111907",,"Highland Avenue",,"42.303557","-70.913072","Hull","Main St from Spring St to Pemberton Pnt (FLAG)","Main Street"
"46267",,"Salem Street",,"42.437771","-71.025179","Malden","Kennedy Dr @ Salem St","Kennedy Drive"
"node-380-platform",,,"Wood Island - Bottom of Escalator 380",,,"Boston","Wood Island",
"3857",,"Common Street",,"42.22414","-71.005107","Braintree","Washington St @ Common St","Washington Street"
"23151",,"Upland Road",,"42.388034","-71.119253","Cambridge","Massachusetts Ave @ Porter Red Line Sta","Massachusetts Avenue"
"node-rcmnl-134-lobby",,,"Roxbury Crossing - Top of Escalator 134",,,"Boston","Roxbury Crossing",
"2431",,"Mossland Street",,"42.387227","-71.116851","Somerville","Somerville Ave opp Mossland St","Somerville Avenue"
"5489",,"Waverly Avenue",,"42.413847","-71.049348","Everett","Broadway @ Waverly Ave","Broadway"
"2896",,"Fulbright Street",,"42.402352","-71.098621","Medford","Mystic Ave opp Fulbright St","Mystic Avenue"
"7696",,"Warren Street",,"42.381372","-71.203296","Waltham","Beaver St @ Warren St","Beaver Street"
"4153",,"Reedsdale Road",,"42.24841","-71.069317","Milton","Randolph Ave @ Reedsdale Rd","Randolph Avenue"
"node-aqucl-ebatlanticstairs-lobby",,,"Aquarium - Top of stairs between platform and Atlantic Avenue",,,"Boston","Aquarium",
"7396",,"Nason Road",,"42.44996","-70.999054","Saugus","Lincoln Ave opp Nason Rd","Lincoln Avenue"
"2182",,"Wheeler Street",,"42.388923","-71.144847","Cambridge","Concord Ave @ Wheeler St","Concord Avenue"
"70072",,,"Kendall/MIT - Red Line - Alewife","42.362434","-71.085591","Cambridge","Kendall/MIT",
"4739",,,,"42.43794","-70.970132","Revere","N Shore Rd @ John Ave Ext","North Shore Road"
"6958",,"Highland Avenue",,"42.439091","-71.133287","Winchester","Main St opp Highland Ave","Main Street"
"4883",,"Burrill Street",,"42.47096","-70.921384","Swampscott","Paradise Rd @ Burrill St","Paradise Road"
"5783",,"Nahant Avenue",,"42.408817","-70.99548","Revere","Beach St opp Nahant Ave","Beach Street"
"4481",,"West Colony Road",,"42.479081","-70.947211","Lynn","Western Ave @ Cross St","Western Avenue"
"2259",,,,"42.415822","-71.154499","Arlington","Massachusetts Ave @ Peg Spengler Way","Massachusetts Avenue"
"node-grnst-fareunpaid",,,"Green Street - Unpaid side of fare gates",,,"Boston","Green Street",
"5282",,"Grant Avenue",,"42.42249","-71.092427","Medford","Salem St @ Grant Ave","Salem Street"
"8523",,"Cotton Street",,"42.341534","-71.192231","Newton","Centre St @ Cotton St","Centre Street"
"node-383-lobby",,,"North Quincy - Top of escalator from Newport Avenue to lobby",,,"Quincy","North Quincy",
"4401",,"Centre Street",,"42.258519","-71.059973","Milton","Brook Rd @ Centre St","Brook Road"
"6825",,,,"42.463427","-70.954949","Lynn","50 S Common St","South Common Street"
"9070151",,,"Kenmore - Green Line Westbound Shuttle","42.349196","-71.095826","Boston","Kenmore",
"396",,"Moreland Street",,"42.325734","-71.083235","Boston","Warren St @ Moreland St","Warren Street"
"70179",,,"Brookline Hills - Green Line - (D) Riverside","42.331333","-71.126998","Brookline","Brookline Hills",
"node-904-platform",,,"Haymarket - Bottom of elevator between Forest Hills platform and Congress Street lobby",,,"Boston","Haymarket",
"5899",,"Putnam Street",,"42.37956","-71.032704","Boston","Lexington St @ Putnam St","Lexington Street"
"9084",,"Upham Street",,"42.459034","-71.048737","Melrose","East St @ Upham St","East Street"
"6474",,"American Legion Highway",,"42.272827","-71.119979","Boston","Hyde Park Ave @ American Legion Hwy","Hyde Park Avenue"
"3674",,"Maple Street",,"42.219879","-70.937406","Weymouth","Middle St opp Maple St","Middle Street"
"31618",,"Fairview Road",,"42.183556","-71.203361","Norwood","929 Washington St","Washington Street"
"39671",,"Richie Road",,"42.236894","-71.001865","Quincy","Franklin St @ Richie Rd","Franklin Street"
"70256",,,"Riverway - Green Line - Park Street & North","42.331871","-71.111961","Boston","Riverway",
"5588",,"Washington Avenue",,"42.412336","-71.031519","Chelsea","Woodlawn Ave @ Washington Ave","Woodlawn Avenue"
"86933",,"Edge Hill Road",,"42.37634","-71.258808","Waltham","1164 Main St opp Edgehill Rd","Main Street"
"node-sbmnl-fareunpaid",,,"Stony Brook - Unpaid side of fare gates",,,"Boston","Stony Brook",
"4569",,"Salem Street",,"42.511815","-70.987049","Peabody","Lynnfield St @ Crestview Pk","Lynnfield Street"
"7573",,"Parker Street",,"42.466125","-71.009252","Saugus","Central St opp Parker St","Central Street"
"4756",,"Ocean Street",,"42.467826","-70.924133","Lynn","New Ocean St @ Ocean St","New Ocean Street"
"34579",,"Main Street",,"42.363061","-71.088174","Cambridge","Ames St @ Main St","Ames Street"
"7183",,"Blaine Avenue",,"42.565435","-70.885939","Beverly","497 Cabot St","Cabot Street"
"Worcester",,,"Worcester - Commuter Rail","42.261461","-71.794888","Worcester","Worcester",
"place-FR-0167","160 Lincoln Rd, Lincoln, MA 01773",,,"42.41342","-71.325404","Lincoln","Lincoln",
"540",,"Lorna Road",,"42.280344","-71.082171","Boston","Morton St @ Selden St","Morton Street"
"node-sstat-400stair-rl",,,"South Station - Bottom of stairs for Ashmont/Braintree",,,"Boston","South Station",
"3561",,"Governor Long Road",,"42.254173","-70.894718","Hingham","Otis St @ Governor Long Rd","Otis Street"
"68510",,"Western Avenue",,"42.484802","-70.941437","Lynn","Eastern Ave @ Western Ave","Eastern Avenue"
"38495",,"River Street",,"42.220432","-70.995567","Braintree","Middle St @ River St","Middle Street"
"node-867-platform",,,"Broadway - Bottom of platform elevator",,,"Boston","Broadway",
"2615",,"Parker Street",,"42.3794","-71.100178","Somerville","Washington St opp Parker St","Washington Street"
"4191",,"Short Street",,"42.163883","-71.042345","Randolph","N Main St opp Short St","North Main Street"
"3407",,"Furnace Brook Parkway",,"42.244347","-71.024941","Quincy","Copeland St @ Furnace Brook Pkwy","Copeland Street"
"8257",,"Pond Street",,"42.455785","-71.159735","Winchester","Cambridge St opp Pond St","Cambridge Street"
"551",,"Olney Street",,"42.304832","-71.074046","Boston","Geneva Ave opp Olney St","Geneva Avenue"
"8909",,,,"42.394548","-71.236811","Waltham","Lexington St @ Stanley Rd","Lexington Street"
"door-dwnxg-chauncy",,,"Downtown Crossing - Chauncy St","42.35436","-71.059588","Boston","Downtown Crossing - Chauncy St",
"10005",,"East Concord Street",,"42.335017","-71.07128","Boston","Albany St opp E Concord St","Albany Street"
"5812",,"Webster Street",,"42.394069","-70.986688","Revere","Crescent Ave @ Webster St","Crescent Avenue"
"2221",,"Fayette Street",,"42.370697","-71.104669","Cambridge","Broadway @ Lee St","Broadway"
"node-tumnl-tre-fareunpaid",,,"Tufts Medical Center - Unpaid side of fare gates",,,"Boston","Tufts Medical Center",
"7599",,"Riverside Park",,"42.458888","-71.000788","Saugus","Winter St opp Riverside Pk","Winter Street"
"4804",,"State Street",,"42.50548","-70.84917","Marblehead","Washington St @ State St","Washington Street"
"5393",,"High Street",,"42.419114","-71.063869","Malden","Cross St @ High St","Cross Street"
"14935",,"Eagan Place",,"42.522908","-70.92024","Peabody","133 Main St","Main Street"
"17006",,"Hickory Drive",,"42.385396","-71.26468","Waltham","300 Bear Hill Rd","Bear Hill Road"
"4326",,,,"42.254212","-71.026871","Quincy","529 Adams St","Adams Street"
"node-shmnl-sh-farepaid",,,"Savin Hill - Paid side of Savin Hill Avenue fare gates",,,"Boston","Savin Hill",
"9041",,"Fellsway",,"42.409646","-71.0842","Medford","Riverside Ave @ Fellsway","Riverside Avenue"
"285",,"Mercer Street",,"42.331495","-71.048888","Boston","E 8th St @ Mercer St","East Eighth Street"
"node-956-bridge",,,"Airport - Top of Elevator 956",,,"Boston","Airport",
"9983",,"Charles Street South",,"42.351039","-71.066798","Boston","Stuart St @ Charles St S","Stuart Street"
"86122",,"Bates Road",,"42.458114","-71.263587","Lexington","Wood St @ Bates Rd","Wood Street"
"8452",,"Winter Street",,"42.477613","-71.253316","Lexington","Bedford St @ Winter St","Bedford Street"
"node-davis-colstairlow-lobby",,,"Davis - Bottom of stairs for College Avenue",,,"Somerville","Davis",
"3316",,"Brockton Avenue",,"42.257226","-70.970664","Quincy","Palmer St @ Brockton Ave","Palmer Street"
"4057",,"Short Street",,"42.164018","-71.040267","Randolph","North St @ Short St","North Street"
"83571",,,,"42.571477","-70.883408","Beverly","39 Tozer Road","Tozer Road"
"place-NHRML-0127","100 Atlantic Ave, Woburn, MA 01801",,,"42.516987","-71.144475","Woburn","Anderson/Woburn",
"8477",,"Keller Path",,"42.291264","-71.185586","Newton","Sawmill Brook Pkwy @ Keller Path","Sawmill Brook Parkway"
"5332",,"Fellsway East",,"42.425205","-71.08738","Malden","Pleasant St @ Fellsway E","Pleasant Street"
"4789",,"Glendale Road",,"42.489033","-70.880276","Marblehead","Humphrey St @ Glendale Rd","Humphrey Street"
"5550",,"Englewood Avenue",,"42.414001","-71.037038","Everett","Elm St @ Adams Ave","Elm Street"
"3819",,"Front Street",,"42.207902","-70.960567","Weymouth","Federal St @ Front St","Federal Street"
"98618",,"East Street",,"42.146608","-71.252346","Walpole","Main St @ Stone St","Main Street"
"3991",,"Woodlawn Avenue",,"42.123568","-71.012286","Holbrook","S Franklin St @ Woodlawn Ave","South Franklin Street"
"5460",,"Salem Place",,"42.430118","-71.059667","Malden","Salem St @ Salem Pl","Salem Street"
"node-jfk-mainfarepaid",,,"JFK/UMass - Paid side of fare gates",,,"Boston","JFK/UMass",
"3310",,"Taffrail Road",,"42.251677","-70.964106","Quincy","Bicknell St @ Binnacle Lane","Bicknell Street"
"6636",,"Harmony Court",,"42.42461","-70.915242","Nahant","Nahant Rd @ Village Store","Nahant Road"
"9328",,,,"42.436807","-71.070338","Malden","Oak Grove Busway","MBTA-Oak Grove Access Road"
"88591",,,,"42.505811","-71.147136","Woburn","Veterans Memorial Senior Center",
"12148",,"Cushing Street",,"42.380047","-71.152582","Cambridge","Huron Ave @ VFW Post 8818","Huron Avenue"
"door-sstat-atlantic",,,"South Station - Atlantic Ave","42.351551","-71.055716","Boston","South Station - Atlantic Ave",
"111823",,,,"42.255329","-70.851812","Hingham","Rockland St from Kilby St to Nantasket Ave (FLAG)","Rockland Street"
"2264",,"Harlow Street",,"42.407678","-71.144812","Arlington","260 Massachusetts Ave","Massachusetts Avenue"
"7507",,"Vermont Avenue",,"42.460543","-71.009744","Saugus","Central St @ Vermont Ave","Central Street"
"7468",,"Riverside Park",,"42.458859","-71.000392","Saugus","Winter St @ Riverside Pk","Winter Street"
"3042",,"Merrymount Road",,"42.256057","-71.006956","Quincy","Hancock St @ Merrymount Rd","Hancock Street"
"6859",,"Keene Street",,"42.486293","-70.954184","Lynn","219 Euclid Ave","Euclid Avenue"
"109809",,"Woodside Avenue",,"42.375909","-70.987693","Winthrop","Pauline St opp Woodside Ave","Pauline Street"
"door-matt-square",,,"Mattapan - Mattapan Square","42.267516","-71.093089","Boston","Mattapan - Mattapan Square",
"2139",,"Cottage Street",,"42.394334","-71.170817","Belmont","Concord Ave @ Cottage St","Concord Avenue"
"279",,"K Street",,"42.331469","-71.037505","Boston","E 8th St @ K St","East Eighth Street"
"604",,"Metropolitan Avenue",,"42.281494","-71.133514","Boston","Washington St @ Metropolitan Ave","Washington Street"
"45378",,"Hazelwood Street",,"42.427213","-71.055601","Malden","Lyme St @ Bryant St","Lyme Street"
"14572",,"First Avenue",,"42.515856","-70.971964","Peabody","Lynnfield St @ Honey Ln","Lynnfield Street"
"9000",,"Kimball Street",,"42.439874","-71.054012","Malden","Sylvan St @ Kimball St","Sylvan Street"
"5374",,"Eastern Avenue",,"42.42307","-71.067331","Malden","Main St @ Madison St","Main Street"
"8295",,"French Street",,"42.369851","-71.192201","Watertown","Main St @ French St","Main Street"
"23826",,"Bayley Terrace",,"42.180514","-70.955305","Weymouth","Main St @ Bayley Terrace","Main Street"
"7139",,"Lathrop Street",,"42.531058","-70.889082","Salem","Bridge St @ Skerry St","Bridge Street"
"5878",,"Trident Street",,"42.385408","-71.010325","Boston","Bennington St @ Trident St","Bennington Street"
"7879",,"Page Road",,"42.497843","-71.274002","Bedford","Springs Rd @ Pine Hill Rd","Springs Road"
"7371",,"Peach Street",,"42.474908","-70.944986","Lynn","390 Chestnut St","Chestnut Street"
"node-810-entrance",,,"Quincy Center - Top of Elevator 810",,,"Quincy","Quincy Center",
"6738",,"Sherman Street",,"42.471305","-70.99327","Lynn","Garfield Ave @ Sherman St","Garfield Avenue"
"door-bcnfd-bcnfield",,,"Beaconsfield - Beaconsfield Rd","42.335788","-71.13993","Brookline","Beaconsfield - Beaconsfield Rd",
"Boat-Charlestown","Pier 4, Boston, MA 02129",,,"42.372756","-71.052528","Boston","Charlestown",
"6733",,"Edison Street",,"42.475481","-70.997599","Saugus","Walnut St @ Edison St","Walnut Street"
"4558",,"Monroe Street",,"42.520131","-70.902575","Salem","Essex St opp Monroe St","Essex Street"
"7518",,"Anawan Avenue",,"42.451645","-71.016564","Saugus","Essex St opp Anawan Ave","Essex Street"
"845",,"Dent Street",,"42.281487","-71.159678","Boston","Lagrange St opp Dent St","La Grange Street"
"2787",,"Austin Street",,"42.263233","-71.125455","Boston","West St @ Austin St","West Street"
